record_id,segment_index,condition,load_hp,rpm,source_fs_hz,analysis_fs_hz,segment_seconds,rms,std,peak_to_peak,crest_factor,kurtosis,shaft_hz,ftf_hz,bpfo_hz,bpfi_hz,bsf_hz,raw_bpfo_prominence_db,envelope_bpfo_prominence_db,raw_bpfi_prominence_db,envelope_bpfi_prominence_db,raw_bsf_prominence_db,envelope_bsf_prominence_db,diagnostic_frequency,diagnostic_envelope_prominence_db
97,0,normal,0,1796.0,48000.0,12000.0,1.0,0.07048405257705694,0.07048405257705694,0.5278318438895807,3.912152735112042,2.7959211511994986,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,6.838736380846619,3.1325794242379086,33.50229657135048,3.8888029196191582,3.3214634940754166,-2.6552178836120315,none,
97,1,normal,0,1796.0,48000.0,12000.0,1.0,0.06969251338408283,0.06969251338408283,0.5150453968323004,3.8665365752693095,2.788316922058305,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,10.174497302036642,2.3875097876525726,32.59476131711831,7.5376041728978045,-2.8708463632094667,2.831989283529906,none,
97,2,normal,0,1796.0,48000.0,12000.0,1.0,0.06982580301849207,0.06982580301849207,0.4824627922445596,3.4653805857834725,2.7290246142919488,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,16.679589915410013,3.3162150844227827,33.34135738321108,-4.384944699838725,2.1663967707274163,8.44713976893476,none,
97,3,normal,0,1796.0,48000.0,12000.0,1.0,0.07196633480391992,0.07196633480391992,0.4902101603082045,3.5380407086764087,2.8154629399075635,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,17.51960578347598,2.7507675672620295,30.840996594684654,1.3018448443088713,3.5156955233104794,3.0434882087318567,none,
97,4,normal,0,1796.0,48000.0,12000.0,1.0,0.0712033223495508,0.0712033223495508,0.49254363595240763,3.6575186918592677,2.7943665942194476,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,18.650382423138858,4.262148373840394,31.980083649761127,6.750333223827104,-0.8865975796652704,5.293297883421819,none,
100,0,normal,3,1725.0,48000.0,12000.0,1.0,0.05662772102709904,0.05662772102709904,0.4687744565345404,4.490918959546715,3.076811148851707,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,4.639551668560712,5.6290498376209595,32.201213483257824,0.6256692182266416,3.2874363921535577,5.234130888267163,none,
100,1,normal,3,1725.0,48000.0,12000.0,1.0,0.056107642951463414,0.056107642951463414,0.4151963783408956,3.7025799472151197,3.01792260162962,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,-3.1421984597190638,6.96415929109749,30.9863720827193,5.263739780525437,-0.03167530007234627,1.942720788513716,none,
100,2,normal,3,1725.0,48000.0,12000.0,1.0,0.056675529100350765,0.056675529100350765,0.4430662077594175,4.065882531629759,3.00520456929045,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,1.5327338935037462,6.17246489797796,33.29493426551237,3.3706583188116697,1.3734799496836785,5.3539005614308515,none,
100,3,normal,3,1725.0,48000.0,12000.0,1.0,0.056067629897573065,0.056067629897573065,0.4065568722255193,3.651017346166506,3.0131519226825323,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,4.464832707102601,4.116205876766532,31.272532647024626,-1.9420630669608308,7.066065853302885,4.011053346255659,none,
100,4,normal,3,1725.0,48000.0,12000.0,1.0,0.056005590358983816,0.056005590358983816,0.4175938351423978,4.008737038403061,3.0146323574386944,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,7.455008680492911,-1.0063528481087616,32.80353136538558,0.9685634559790878,4.0120958712805725,-1.8614667496444044,none,
105,0,inner_race,0,1797.0,12000.0,12000.0,1.0,0.28890600468357347,0.28890600468357347,2.7946964071856284,5.432282239602245,5.633703516578372,29.95,11.929336369551073,107.36402732595967,162.18597267404036,70.58381493640968,20.35676142593377,6.310172897260724,37.40197576417112,33.199814525408506,6.883504107497474,5.9080363659144055,bpfi,33.199814525408506
105,1,inner_race,0,1797.0,12000.0,12000.0,1.0,0.2891423143296357,0.2891423143296357,2.723549820359281,5.1770383514540566,5.130799517737692,29.95,11.929336369551073,107.36402732595967,162.18597267404036,70.58381493640968,19.272528166747964,3.30860207020862,38.24852697820867,34.44772720404531,1.8156519781782807,11.475805116236174,bpfi,34.44772720404531
105,2,inner_race,0,1797.0,12000.0,12000.0,1.0,0.2936113130637414,0.2936113130637414,2.8744520558882236,5.532211443960792,5.172307720061161,29.95,11.929336369551073,107.36402732595967,162.18597267404036,70.58381493640968,22.11241396416156,5.931576780478921,38.05160938156859,34.75155232529978,4.841963086652522,9.577070959516654,bpfi,34.75155232529978
105,3,inner_race,0,1797.0,12000.0,12000.0,1.0,0.29133163196676204,0.29133163196676204,2.997253013972056,5.795043837163836,5.588959763990422,29.95,11.929336369551073,107.36402732595967,162.18597267404036,70.58381493640968,18.166527633624703,1.3148288744460852,37.81225136903761,34.751911424466115,0.647717270976007,10.284383985336888,bpfi,34.751911424466115
105,4,inner_race,0,1797.0,12000.0,12000.0,1.0,0.2906052952755096,0.2906052952755096,2.92643129740519,5.677312788504524,5.464793083266315,29.95,11.929336369551073,107.36402732595967,162.18597267404036,70.58381493640968,19.541749810156713,6.460838780560327,39.17407954584086,36.309051263303445,2.5507472432650626,8.157086430032205,bpfi,36.309051263303445
108,0,inner_race,3,1721.0,12000.0,12000.0,1.0,0.31231275764337113,0.31231275764337113,3.0370496207584834,4.931131624983808,5.221393052965578,28.683333333333334,11.424812405118196,102.82331164606376,155.32668835393622,67.59863411550421,12.730811822421797,1.0620344498568453,31.60950243402647,35.78005662064662,11.237389749349926,14.427831988635806,bpfi,35.78005662064662
108,1,inner_race,3,1721.0,12000.0,12000.0,1.0,0.3071116351439424,0.3071116351439424,2.7248493013972053,4.540369464009232,5.216198370079148,28.683333333333334,11.424812405118196,102.82331164606376,155.32668835393622,67.59863411550421,10.917519248274392,5.753411970894906,33.392448002847026,34.523018775918594,9.515133817350165,13.98502887477619,bpfi,34.523018775918594
108,2,inner_race,3,1721.0,12000.0,12000.0,1.0,0.31401152414267647,0.31401152414267647,2.960705109780439,4.720047654929142,5.258586171227947,28.683333333333334,11.424812405118196,102.82331164606376,155.32668835393622,67.59863411550421,13.37706595764719,5.434875794511377,32.70417682092824,34.34832391970957,9.892724913060608,15.419322827299752,bpfi,34.34832391970957
108,3,inner_race,3,1721.0,12000.0,12000.0,1.0,0.3133759311154239,0.3133759311154239,2.8981675848303396,4.793938383515198,5.228344841505543,28.683333333333334,11.424812405118196,102.82331164606376,155.32668835393622,67.59863411550421,11.01285839569104,0.23095876643692445,32.582231226176575,35.289679404828064,9.152830345917154,16.059877773737202,bpfi,35.289679404828064
108,4,inner_race,3,1721.0,12000.0,12000.0,1.0,0.31187750177733436,0.31187750177733436,2.9072639520958083,4.824499279503487,5.245528654852201,28.683333333333334,11.424812405118196,102.82331164606376,155.32668835393622,67.59863411550421,11.420666568781982,8.62305243471323,31.110811753142368,34.95830367870672,8.46804297227364,16.07816666903902,bpfi,34.95830367870672
118,0,ball,0,1796.0,12000.0,12000.0,1.0,0.13742061759945678,0.13742061759945678,1.0462446706586825,3.898290349487077,2.964991431839846,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,17.322439920460752,5.879032317620504,35.82046553777023,13.571760843327588,1.717646729304565,7.065998589456526,bsf,7.065998589456526
118,1,ball,0,1796.0,12000.0,12000.0,1.0,0.1362675961242987,0.1362675961242987,1.070122634730539,4.203999400776187,2.940390796472565,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,17.334648211095857,7.033288706879767,33.20132093771049,8.659144774785144,7.072703222236926,4.488814162409465,bsf,4.488814162409465
118,2,ball,0,1796.0,12000.0,12000.0,1.0,0.13961381729079775,0.13961381729079775,1.048193892215569,4.140775466064002,2.9737138230346636,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,16.557778150607817,8.188565847023362,33.53542155005276,6.217415637291696,1.6719530938974887,3.492508290059578,bsf,3.492508290059578
118,3,ball,0,1796.0,12000.0,12000.0,1.0,0.1380758582486351,0.1380758582486351,0.9710372055888223,3.5415072298562964,2.8791461862156438,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,20.775699147911947,11.839287867456047,33.58594384350682,7.4073999333813845,9.003623136509162,7.828493382088535,bsf,7.828493382088535
118,4,ball,0,1796.0,12000.0,12000.0,1.0,0.1377131545786874,0.1377131545786874,1.1456549700598804,4.49750132767207,3.024709750996464,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,17.069336200296796,7.198446450524083,35.610125843089826,8.498078112174872,5.356375313896285,5.834330420752232,bsf,5.834330420752232
121,0,ball,3,1722.0,12000.0,12000.0,1.0,0.1547666237361117,0.1547666237361117,1.233532375249501,4.009166437037436,2.8334278562142243,28.7,11.431450878334417,102.88305790500976,155.41694209499025,67.63791281051613,16.43812376847213,9.30962815820055,37.716483618301226,5.86274560470801,8.03266275091169,9.888293134383456,bsf,9.888293134383456
